"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/19/2010","Walgreen","WALGREENS #2196    Q03     MINNE","15.22","debit","Pharmacy","Checking","",""
"1/19/2010","Vantagio","VANTAGIO                   SARTE","26.58","debit","Dry Cleaning","Checking","",""
"1/19/2010","Shady Oak Veterinary Clinic","SHADY OAK VETERINARY C     MINNE","20.06","debit","Veterinary","Checking","",""
"1/19/2010","Lund's","LUNDS #3           Q       RICHF","114.78","debit","Groceries","Checking","",""
"1/19/2010","Target","TARGET        00023002     RICHF","21.33","debit","Shopping","Checking","",""
"1/19/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","0.12","debit","Groceries","Checking","",""
"1/19/2010","Leeann Chin","LEEANN CHIN #015 KENWO     MINNE","22.14","debit","Restaurants","Checking","",""
"1/19/2010","GameStop","GAMESTOP #3801             BLOOM","23.58","debit","Electronics & Software","Checking","",""
"1/19/2010","Patrick's French Bakery","PATRICK'S FRENCH B         RICHF","6.45","debit","Restaurants","Checking","",""
"1/19/2010","Target","TARGET        00000059     BLOOM","11.29","debit","Shopping","Checking","",""
"1/19/2010","Thrivent Fin Minne","THRIVENT FIN               MINNE","100.00","debit","Cash & ATM","Checking","",""
"1/19/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","6.00","debit","Groceries","Checking","",""
"1/19/2010","Walgreen","WALGREENS #2196    Q03     MINNE","14.69","debit","Pharmacy","Checking","",""
"1/19/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","27.10","debit","Groceries","Checking","",""
"1/19/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","11.36","debit","Groceries","Checking","",""
"1/18/2010","PetSmart","PETSMART INC 459    RICHFIELD 04590703101 PET SHOP/FOOD/SUPPLY","38.19","debit","Pet Food & Supplies","Nick's AMEX Card","",""
"1/18/2010","Sports Authority","SPORTS AUTHORI007047RICHFIELD 000032200   800-6668143","39.98","debit","Sporting Goods","Nick's AMEX Card","",""
"1/17/2010","Einstein Bros","Einstein Bros #1549 RICHFIELD 0xxxxxxxxxxxx00","18.65","debit","Restaurants","Nick's AMEX Card","",""
"1/17/2010","Welch Village Ski Area","WELCH VILLAGE SKI ARWELCH LODGING","145.00","debit","Birthdays","Nick's AMEX Card","",""
"1/16/2010","Barnes & Noble","BARNES & NOBLE 2514 MINNEAPOLIS 00000117    BOOK STORE","42.41","debit","Books","Nick's AMEX Card","",""
"1/16/2010","Superamerica","SUPERAMERICA 04186 5RICHFIELD 1xxxxxxxxxxxx11","54.53","debit","Groceries","Nick's AMEX Card","",""
"1/15/2010","Transfer from Checking","ELECTRONIC PAYMENT-THANK YOU","607.31","credit","Credit Card Payment","5665","",""
"1/15/2010","Greek Grill","GREEK GRILLE AND CAQPS     MINNE","8.04","debit","Restaurants","Checking","",""
"1/15/2010","AT&T Wireless","AT&T MOBILITY    ONLINE PMT","124.98","debit","Mobile Phone","Checking","",""
"1/15/2010","Transfer to Citicard","CITIBANK CRDT CD ONLINE PMT ****","607.31","debit","Credit Card Payment","Checking","",""
"1/15/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","28.60","debit","Coffee Shops","Checking","",""
"1/14/2010","Eurest Market Ameriprise","EUREST @ MARKE11165QPS     MINNE","5.50","debit","Eating Out","Checking","",""
"1/14/2010","USAA","ACH - USAA CREDIT CARDPAYMENT","29.00","debit","Financial","Checking","",""
"1/14/2010","Xcel Energy","XCEL ENERGY-NSP  ONLINE PMT ****","118.03","debit","Utilities","Checking","",""
"1/14/2010","Shady Oak Veterinary Clinic","SHADY OAK VETERINARY C     MINNE","50.45","debit","Veterinary","Checking","",""
"1/14/2010","Bloom","HP BLOOMINGTON RX          BLOOM","38.64","debit","Pharmacy","Checking","",""
"1/14/2010","Ameriprise Financial","AMERIPRISE FINAN DIRECT DEP ****","2431.10","credit","Paycheck KK","Checking","",""
"1/14/2010","Cole's Salon","COLE'S SALON - EAGAN S     EAGAN","42.00","debit","Personal Care","Checking","",""
"1/14/2010","Holiday Stationstores","HOLIDAY STNSTORE 02Q26     HOPKI","2.77","debit","Gas & Fuel","Checking","",""
"1/14/2010","USAA Credit Card Payment","USAA CREDIT CARD PAYMENT    ****","450.00","debit","Credit Card Payment","Checking","",""
"1/14/2010","USPS","USPS   SAN MATEO CONTRACTS  ****","150.00","credit","Shipping","Checking","",""
"1/14/2010","Pizza H Qps","PIZZA H013841 48238QPS     MINNE","28.00","debit","Restaurants","Checking","",""
"1/14/2010","Centerpoint Energy Gas","CTRPT ENGY MINNE ONLINE PMT ****","186.71","debit","Bills & Utilities","Checking","",""
"1/14/2010","ATM","2825 LONE OAK PARK         EAGAN","20.00","debit","Restaurants","Checking","",""
"1/13/2010","Thrivent Financial Bank","THRIVENT FIN               MINNE","60.00","debit","Cash & ATM","Checking","",""
"1/13/2010","Amazon","AMAZON.COM       Retail dis ****","51.34","credit","Shopping","Checking","",""
"1/13/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","19.46","debit","Groceries","Checking","",""
"1/13/2010","Eurest Market Ameriprise","EUREST @ MARKE11165QPS     MINNE","4.53","debit","Eating Out","Checking","",""
"1/13/2010","Fischerville Coffee Mendo","FISCHERVILLE COFFEE        MENDO","10.19","debit","Coffee Shops","Checking","",""
"1/13/2010","McDonald's","MCDONALDS  M6457   Q17     MINNE","9.44","debit","Fast Food","Checking","",""
"1/13/2010","Micro Center","MICRO CENTER 45     ST. LOUIS P 45PO2588298 9522854040","16.05","debit","Electronics & Software","Nick's AMEX Card","",""
"1/13/2010","Red Cross","AM RED CROSS DONATIO800-797-8022 VXJC4E18D08 CONTRIBUTIONS/DONATIO","50.00","debit","Health & Fitness","Nick's AMEX Card","",""
"1/12/2010","Holiday Stationstore","HOLIDAY STNSTORE 031EAGAN 114133160   (952)921-5211","55.55","debit","Gas & Fuel","Nick's AMEX Card","",""
"1/12/2010","Transfer to Checking","USAA FUNDS TRANSFER DB","100.00","debit","Transfer","USAA SAVINGS","",""
"1/12/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","20.79","debit","Groceries","Checking","",""
"1/12/2010","Potbelly Sandwich Works","POTBELLY 125       QAE     MINNE","8.22","debit","Fast Food","Checking","",""
"1/12/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","29.43","debit","Coffee Shops","Checking","",""
"1/12/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","14.07","debit","Groceries","Checking","",""
"1/12/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","5.26","debit","Coffee Shops","Checking","",""
"1/12/2010","Transfer from USAA SAVINGS","USAA FUNDS TRANSFER CR","100.00","credit","Transfer","Checking","",""
"1/12/2010","Transfer from Checking","AUTOMATIC PAYMENT - THANK","450.00","credit","Credit Card Payment","WORLD MASTERCARD","",""
"1/11/2010","Finance Charge Interest","***finance Charge***interest","266.47","debit","Finance Charge","NWA Card","",""
"1/11/2010","Dunn Bros","DUNN BROS                  MINNE","4.04","debit","Coffee Shops","Checking","",""
"1/11/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","6.79","debit","Groceries","Checking","",""
"1/11/2010","AMC","AMC SOUTHDALE 06007QPS     Edina","4.25","debit","Movies & DVDs","Checking","",""
"1/11/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","68.30","debit","Groceries","Checking","",""
"1/11/2010","Thrivent Financial Bank","THRIVENT FIN               MINNE","40.00","debit","Cash & ATM","Checking","",""
"1/11/2010","Target","TARGET        00023135     EDINA","137.42","debit","Shopping","Checking","",""
"1/11/2010","Netflix","NFI*WWW.NETFLIX.COM/CC     NETFL","15.08","debit","Movies & DVDs","Checking","",""
"1/11/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","8.11","debit","Groceries","Checking","",""
"1/11/2010","General Sports Minne","GENERAL SPORTS             MINNE","10.00","debit","Sports","Checking","",""
"1/11/2010","Settergren Hardware","SETTERGREN HARDWARE        MINNE","12.38","debit","Home Improvement","Checking","",""
"1/11/2010","Cossettas","COSSETTAS                  ST PA","39.78","debit","Food & Dining","Checking","",""
"1/11/2010","Sawatdee","SAWATDEE                   MINNE","21.21","debit","Restaurants","Checking","",""
"1/11/2010","USAA","USAA P&C INS     ONLINE PMT","83.00","debit","Financial","Checking","",""
"1/09/2010","AMC","AMC SOUTHDALE 007058EDINA 0xxxxxxxxxxxx95","30.00","debit","Movies & DVDs","Nick's AMEX Card","",""
"1/08/2010","TGI Friday's","TGI_FRIDAYS #0036          ST LO","77.22","debit","Restaurants","Checking","",""
"1/08/2010","OfficeMax","OFFICE MAX                 ST. L","8.36","debit","Office Supplies","Checking","",""
"1/08/2010","Transfer to VISA","WELLS FARGO CC   ONLINE PMT ****","208.00","debit","Credit Card Payment","Checking","",""
"1/08/2010","USAA","USAA.COM PAYMNT  LOAN       ****","272.66","debit","Financial","Checking","",""
"1/08/2010","Transfer from Checking","PAYMENT - THANK YOU","208.00","credit","Credit Card Payment","VISA","",""
"1/08/2010","Isaca Itgi Rolling","ISACA/ITGI 693203074ROLLING MEA 04090343    847-253-1545","205.00","debit","Cash & ATM","Nick's AMEX Card","",""
"1/07/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","100.00","credit","Paycheck Nick","USAA SAVINGS","",""
"1/07/2010","USAA","ACH - USAA P&C INS    ONLINE","29.00","debit","Financial","Checking","",""
"1/07/2010","ATM","2825 LONE OAK PARK         EAGAN","20.00","debit","Restaurants","Checking","",""
"1/07/2010","ATM","2825 LONE OAK PARK         EAGAN","20.00","debit","Restaurants","Checking","",""
"1/07/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","1635.48","credit","Paycheck Nick","Checking","",""
"1/07/2010","Holiday Stationstore","HOLIDAY STNSTORE 031EAGAN 111515103   (952)921-5211","48.19","debit","Gas & Fuel","Nick's AMEX Card","",""
"1/06/2010","Candyland","CANDYLAND INC 367166MINNEAPOLIS 65660013    612-332-3220","6.00","debit","Groceries","Nick's AMEX Card","",""
"1/06/2010","Starbucks","STARBUCKS USA 002881MINNEAPOLIS 039009286   1-800-STARBUC","28.99","debit","Coffee Shops","Nick's AMEX Card","",""
"1/06/2010","USPS","USPS 266311041408758MINNEAPOLIS 022757468   800-2758777","10.30","debit","Shipping","Nick's AMEX Card","",""
"1/05/2010","Late Payment Fee","Late Fee - Payment Due On 01/05","39.00","debit","Late Fee","NWA Card","",""
"1/05/2010","Slicehost","SLICEHOST 8000000866SAINT LOUIS 385000240 2 8888275423","20.00","debit","Internet","Nick's AMEX Card","",""
"1/05/2010","Kowalski's","KOWALSKI'S MARKET 00MINNEAPOLIS 0xxxxxxxxxxxx35","33.02","debit","Groceries","Nick's AMEX Card","",""
"1/05/2010","Starbucks","STARBUCKS USA 002881MINNEAPOLIS 037008957   1-800-STARBUC","1.79","debit","Coffee Shops","Nick's AMEX Card","",""
"1/05/2010","Micro Center","DEBIT CARD - MICRO CENTER #04","29.00","debit","Electronics & Software","Checking","",""
"1/05/2010","Overdraft Fee","CHK# 0000002581","29.00","debit","Bank Fee","Checking","",""
"1/04/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","13.09","debit","Groceries","Checking","",""
"1/04/2010","Od Interest Charge","OD INTEREST CHARGE","0.03","debit","Finance Charge","Checking","",""
"1/04/2010","South Lyndale Liquors","SOUTH LYNDALE LIQUORS      MINNE","19.84","debit","Alcohol & Bars","Checking","",""
"1/04/2010","Mills Fleet Farm","Mills Fleet Farm #2500     LAKEV","21.31","credit","Income","Checking","",""
"1/04/2010","Micro Center","MICRO CENTER #045 RETA     ST LO","150.17","debit","Electronics & Software","Checking","",""
"1/04/2010","Educational Outfitters","EDUCATIONAL OUTFIT         MINNE","28.07","debit","School Expense","Checking","",""
"1/04/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","3.68","debit","Groceries","Checking","",""
"1/04/2010","Barnes & Noble","BARNES & NOBLE #251Q90     M","22.71","debit","Books","Checking","",""
"1/04/2010","ATM Fee Refund","ATM SURCHARGE REBATE","6.50","credit","ATM Fee","Checking","",""
"1/04/2010","Hollywood Video","HOLLYWOOD VIDEO            MINNE","15.68","debit","Movies & DVDs","Checking","",""
"1/04/2010","Bone Adventure","BONE ADVENTURE             EDINA","33.41","debit","Pets","Checking","",""
"1/04/2010","Rustica Bakery","RUSTICA            QPS     MINNE","4.41","debit","Food & Dining","Checking","",""
"1/04/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","5.71","debit","Coffee Shops","Checking","",""
"1/04/2010","Interest Paid","INTEREST PAID","0.11","credit","Interest Income","Checking","",""
"1/04/2010","Punch Neapolitan Pizza","PUNCH NEAPOLITAN P         MINNE","25.32","debit","Restaurants","Checking","",""
"1/04/2010","Rebate","DEBIT CARD REBATE","28.44","credit","Income","Checking","",""
"1/04/2010","Kowalski's","KOWALSKI'S MARKET 00MINNEAPOLIS 0xxxxxxxxxxxx35","6.57","debit","Groceries","Nick's AMEX Card","",""
"1/04/2010","Dynadot Llc","DYNADOT LLC 80000019SAN MATEO 900000126 0 6503433217","11.25","debit","Online Subscriptions","Nick's AMEX Card","",""
"1/03/2010","Jo-Ann Stores","JO-ANN STORES 2026 2EDINA 000601412   SEWING & FABRIC STORE","18.76","debit","Hobbies","KK's Amex","",""
"1/03/2010","Home Depot","THE HOME DEPOT 2805 BLOOMINGTON 000445221   800-326-7990","22.98","debit","Home Improvement","Nick's AMEX Card","",""
"1/02/2010","Starbucks","STARBUCKS USA 034843RICHFIELD 039190589   1-800-STARBUC","6.17","debit","Coffee Shops","Nick's AMEX Card","",""
"1/02/2010","Longfellow Grill","LONGFELLOW GRILL 650MINNEAPOLIS 101xxxxxxxxxxxx11","41.73","debit","Restaurants","Nick's AMEX Card","",""
"1/02/2010","Kowalski's","KOWALSKI'S MARKET 00MINNEAPOLIS 0xxxxxxxxxxxx35","34.46","debit","Groceries","Nick's AMEX Card","",""
"1/02/2010","PetSmart","PETSMART INC 459    RICHFIELD 04599769102 PET SHOP/FOOD/SUPPLY","39.59","debit","Pet Food & Supplies","Nick's AMEX Card","",""
"1/02/2010","Kowalski's","KOWALSKI'S MARKET 00MINNEAPOLIS 0xxxxxxxxxxxx35","4.79","debit","Groceries","Nick's AMEX Card","",""
"1/02/2010","Kowalski's","KOWALSKI'S MARKET 00MINNEAPOLIS 0xxxxxxxxxxxx35","4.77","debit","Groceries","Nick's AMEX Card","",""
"1/02/2010","Target","TARGET T-2313 2313  EDINA 00797022    DISCOUNT STORE","112.10","debit","Shopping","Nick's AMEX Card","",""
"1/01/2010","Starbucks","STARBUCKS USA 002881MINNEAPOLIS 038004933   1-800-STARBUC","5.71","debit","Coffee Shops","Nick's AMEX Card","",""
"1/01/2010","Kowalski's","KOWALSKI'S MARKET 00MINNEAPOLIS 0xxxxxxxxxxxx35","1.65","debit","Groceries","Nick's AMEX Card","",""
"1/01/2010","Mem Rwds Annual","MEM RWDS ANNUAL PROGRAM FEE","40.00","debit","Fees & Charges","Nick's AMEX Card","",""
"1/01/2010","BP","LYNDALE BP BP OIL 87MINNEAPOLIS 87817594502 LYNDALE BP","41.75","debit","Gas & Fuel","Nick's AMEX Card","",""
"12/31/2009","Whole Foods","WHOLEFDS CHN 10119 061xxxxxxxxxxxx0076129278141","77.34","debit","Groceries","KK's Amex","",""
"12/31/2009","Interest Paid","INTEREST PAID","0.01","credit","Interest Income","USAA SAVINGS","",""
"12/31/2009","Chase","CHASE MTGE       ONLINE PMT ****","1325.14","debit","Mortgage & Rent","Checking","",""
"12/31/2009","Vineland Place Ramp","VINELAND PLACE RAMP        MINNE","4.00","debit","Parking","Checking","",""
"12/31/2009","Lane Bryant","LANEBRYANT667400066746     EDINA","53.00","credit","Clothing","Checking","",""
"12/31/2009","Transfer to Green Card","AMERICAN EXPRESS ELEC REMIT ****","1059.53","debit","Credit Card Payment","Checking","",""
"12/31/2009","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","4.28","debit","Groceries","Checking","",""
"12/31/2009","Sprint","SPRINT LD        ONLINE PMT ****","19.30","debit","Home Phone","Checking","",""
"12/31/2009","Mills Fleet Farm","Mills Fleet Farm #2500     LAKEV","79.54","debit","Clothing","Checking","",""
"12/31/2009","Sonic","SONIC DRIVE IN #605Q63     BLOOM","18.31","debit","Fast Food","Checking","",""
"12/31/2009","Patrick's French Bakery","PATRICK'S FRENCH B         RICHF","17.20","debit","Restaurants","Checking","",""
"12/31/2009","Qwest","QWEST 8004238994 AUTO PAY   ****","76.75","debit","Home Phone","Checking","",""
"12/31/2009","Starbucks","STARBUCKS USA 00089QPS     LAKEV","3.57","debit","Coffee Shops","Checking","",""
"12/31/2009","Mills Fleet Farm","Mills Fleet Farm #2500     LAKEV","8.52","debit","Auto & Transport","Checking","","Headlight bulb"
"12/31/2009","Lane Bryant","LANEBRYANT667400066746     EDINA","79.48","debit","Clothing","Checking","",""
"12/30/2009","Candyland","CANDYLAND INC              MINNE","6.00","debit","Groceries","Checking","",""
"12/30/2009","Ameriprise Financial","AMERIPRISE FINAN DIRECT DEP ****","2360.83","credit","Paycheck KK","Checking","",""
"12/30/2009","GoDaddy.com","GOOGLE *GoDaddy            googl","10.00","debit","Business Services","Checking","",""
"12/30/2009","Transfer from SHARE SAVINGS ACCOUNT","DEPOSIT@MOBILE","350.00","credit","Transfer","Checking","",""
"12/30/2009","Transfer from Checking","ONLINE PAYMENT - THANK YOU","1059.53","credit","Credit Card Payment","Nick's AMEX Card","",""
"12/29/2009","Moss Optical","MOSS OPTICAL 2262885MINNEAPOLIS 46710012    612-332-7907","380.46","debit","Eyecare","KK's Amex","",""
"12/29/2009","Kowalski's","KOWALSKI'S MARKET 00MINNEAPOLIS 0xxxxxxxxxxxx35","26.19","debit","Groceries","KK's Amex","",""
"12/29/2009","Target","TARGET T-2313 2313  EDINA 00823093    DISCOUNT STORE","142.79","debit","Shopping","KK's Amex","",""
"12/29/2009","Transfer to Checking","USAA FUNDS TRANSFER DB","100.00","debit","Transfer","USAA SAVINGS","",""
"12/29/2009","ULTA","ULTA #120                  EDINA","37.27","debit","Personal Care","Checking","",""
"12/29/2009","iTunes","APL*ITUNES                 866-7","0.99","debit","Music","Checking","",""
"12/29/2009","AMC","AMC SOUTHDALE 06007QPS     Edina","61.50","debit","Movies & DVDs","Checking","",""
"12/29/2009","Holiday Stationstore","HOLIDAY STNSTORE 0310      LAKE","51.81","debit","Gas & Fuel","Checking","",""
"12/29/2009","Transfer from USAA SAVINGS","USAA FUNDS TRANSFER CR","100.00","credit","Transfer","Checking","",""
"12/29/2009","Chase","ACH - CHASE MTGE      ONLINE PM","29.00","debit","Mortgage & Rent","Checking","",""
"12/28/2009","Coralville Sho Coral","CORALVILLE SHO00280008     CORAL","40.64","debit","Gas & Fuel","Checking","",""
"12/28/2009","Macy's","MACY*S EAST  #231          EDINA","170.01","debit","Clothing","Checking","",""
"12/28/2009","Target","TARGET        00005330     DAVEN","60.36","debit","Shopping","Checking","",""
"12/28/2009","Audible.com","AUDIBLE                    888-2","14.95","debit","Books","Checking","",""
"12/28/2009","Regis Bettendorf","REGIS                      BETTE","33.82","debit","Hair","Checking","",""
"12/28/2009","Minnesota Public Radio","MINNESOTA PUBLIC RADIO     800-2","13.00","debit","Charity","Checking","",""
"12/28/2009","Starbucks","STARBUCKS USA 00103QPS     CEDAR","7.98","debit","Coffee Shops","Checking","",""
"12/28/2009","Schnuck Markets Bette","SCHNUCK'S MARKETS #7       BETTE","5.87","debit","Groceries","Checking","",""
"12/28/2009","Schnuck Markets Bette","SCHNUCK'S MARKETS #7       BETTE","8.85","debit","Groceries","Checking","",""
"12/28/2009","Bath & Body Works","BATH & BODY WORKS 0282     D","10.70","debit","Personal Care","Checking","",""
"12/28/2009","Happy Joes","HAPPY JOE'S PIZZA          BETTE","31.88","debit","Restaurants","Checking","",""
"12/28/2009","Wal-Mart","WM SUPERCENTER             CORAL","89.80","debit","Shopping","Checking","",""
"12/28/2009","Starbucks","STARBUCKS USA 00139QPS     DAVEN","12.50","debit","Coffee Shops","Checking","",""
"12/28/2009","Borders","BORDERS BKS&MU01002922     D","17.70","debit","Books","Checking","",""
"12/28/2009","India Palace","INDIA PALACE               WOODB","69.04","debit","Restaurants","Checking","",""
"12/28/2009","Jo Shop Qps","THE JO SHOP        QPS     NORTH","18.08","debit","Groceries","Checking","",""
"12/28/2009","Starbucks","STARBUCKS USA 00093QPS     BETTE","5.96","debit","Coffee Shops","Checking","",""
"12/28/2009","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","28.53","debit","Groceries","Checking","",""
"12/28/2009","Schnuck Markets Bette","SCHNUCK'S MARKETS #7       BETTE","18.71","debit","Groceries","Checking","",""
"12/28/2009","Borders","BORDERS BKS&MU01001890     R","37.46","debit","Books","Checking","",""
"12/28/2009","Late Payment Fee","LATE FEE","35.00","debit","Late Fee","Nick's AMEX Card","",""
"12/24/2009","Transfer from Checking","Payment Thank You","205.00","credit","Credit Card Payment","NWA Card","",""
"12/24/2009","Road","ROAD RANGER #149   Q11     CEDAR","48.09","debit","Auto & Transport","Checking","",""
"12/24/2009","Whitey Ice Cream","WHITEY'S ICE CREAM-Q20     DAVEN","9.08","debit","Food & Dining","Checking","",""
"12/24/2009","Transfer to NWA Card","CARDMEMBER SVCS  ONLINE PMT ****","205.00","debit","Credit Card Payment","Checking","",""
"12/24/2009","Garden Center","WALLACES GARDEN CENTER     BETTE","40.10","debit","Lawn & Garden","Checking","",""
"12/24/2009","Barnes & Noble","BARNES & NOBLE #297Q90     D","13.47","debit","Books","Checking","",""
"12/24/2009","Urbanimal Pet Supplies","URBANIMAL                  MINNE","50.91","debit","Pet Food & Supplies","Checking","",""
"12/24/2009","Target","TARGET        00005330     DAVEN","74.77","debit","Shopping","Checking","",""
"12/24/2009","GameStop","GAMESTOP #4003             DAVEN","88.78","debit","Electronics & Software","Checking","",""
"12/24/2009","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","6.79","debit","Groceries","Checking","",""
"12/24/2009","Annunciation","CHECK # 0000002583","250.00","debit","School Lunch","Checking","",""
"12/24/2009","Sprint","SPRINT           ONLINE PMT ****","52.68","debit","Home Phone","Checking","",""
"12/24/2009","Michelle Makres","CHECK # 0000002582","40.00","debit","Clothing","Checking","",""
"12/23/2009","Interest Back Earned","INTEREST BACK CREDIT EARNED","14.99","credit","Interest Income","5665","",""
"12/23/2009","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","100.00","credit","Paycheck Nick","USAA SAVINGS","",""
"12/23/2009","Hy-Vee","HY VEE 1037                BETTE","17.95","debit","Groceries","Checking","",""
"12/23/2009","Walgreen","WALGREENS #5512    Q03     BETTE","7.43","debit","Pharmacy","Checking","",""
"12/23/2009","37 Signals","37SIGNALS-CHARGE.COM       03122","12.00","debit","Business Services","Checking","",""
"12/23/2009","Lund's","LUNDS #1           Q       MINNE","30.52","debit","Groceries","Checking","",""
"12/23/2009","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","1616.55","credit","Paycheck Nick","Checking","",""
"12/23/2009","W Kimberly Rd","320 W KIMBERLY RD          DAVEN","102.00","debit","Cash & ATM","Checking","",""
"12/23/2009","McDonald's","MCDONALD'S F12811  Q17     EVANS","4.28","debit","Fast Food","Checking","",""
"12/23/2009","Walgreen","WALGREENS #5512    Q03     BETTE","13.20","debit","Pharmacy","Checking","",""
"12/23/2009","Body Shop","THE BODY SHOP #1381        MINNE","31.91","debit","Service & Parts","Checking","",""
"12/23/2009","Starbucks","STARBUCKS USA 00002QPS     MINNE","4.26","debit","Coffee Shops","Checking","",""
"12/23/2009","Protector","CREDIT PROTECTOR 1-800-950-5114","71.85","debit","Bank Fee","5665","",""
"12/23/2009","Over Limit Fee","OVER CREDIT LIMIT FEE","39.00","debit","Fees & Charges","5665","",""
"12/23/2009","Advances Finance Charge","ADVANCES*FINANCE CHARGE*PERIODIC RATE","16.95","debit","Finance Charge","5665","",""
"12/23/2009","Purchase Finance Charge","PURCHASES*FINANCE CHARGE*PERIODIC RATE","181.05","debit","Finance Charge","5665","",""
"12/22/2009","Periodic Finance Charge","FINANCE CHARGE","63.10","debit","Finance Charge","VISA","",""
"12/22/2009","Whole Foods","WHOLEFDS CHN 10119 061xxxxxxxxxxxx0036129278141","19.60","debit","Groceries","KK's Amex","",""
"12/22/2009","Bloom","HP BLOOMINGTON             BLOOM","20.00","debit","Groceries","Checking","",""
"12/22/2009","HealthPartners Copay","HP ARDEN HILLS             ARDEN","40.00","debit","Health Insurance","Checking","",""
"12/22/2009","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","24.68","debit","Groceries","Checking","",""
"12/22/2009","Caribou Coffee Edina","CARIBOU COFFEE CO #112     EDINA","11.02","debit","Food & Dining","Checking","",""
"12/21/2009","Einstein Bros","EINSTEIN BROS #1549Q46 RICHFIELD MN","16.36","debit","Restaurants","5665","",""
"12/21/2009","Barnes & Noble","BARNES & NOBLE #251Q90 EDINA MN","58.82","debit","Books","5665","",""
"12/21/2009","Shady Oak Veterinary Clinic","SHADY OAK VETERINARY C MINNETONKA MN","42.45","debit","Veterinary","5665","",""
"12/21/2009","Walker Arts Box","WALKER ARTS - BOX OFFI MINNEAPOLIS MN","43.00","debit","Arts","5665","",""
"12/21/2009","Broadway Ne Mpls","BROADWAY NE 313010129 MPLS MN","46.06","debit","Restaurants","5665","",""
"12/21/2009","Lucy Edina","LUCY@EDINA EDINA MN","108.00","debit","Gift","5665","",""
"12/21/2009","Au Bon Pain","AU BON PAIN                MINNE","7.08","debit","Restaurants","Checking","",""
"12/21/2009","Cub Foods","CUB FOODS #3124    Q       MINNE","6.95","debit","Groceries","Checking","",""
"12/21/2009","Patina","PATINA MINNEAPOLIS         MINNE","75.23","debit","Gift","Checking","",""
"12/21/2009","Holiday Minne","HOLIDAY STORE #25          MINNE","42.50","debit","Groceries","Checking","",""
"12/21/2009","Lund's","LUNDS #2           Q       EDINA","45.35","debit","Groceries","Checking","",""
"12/21/2009","Caribou Coffee","CARIBOU COFFEE#1265        MINNE","3.64","debit","Food & Dining","Checking","",""
"12/21/2009","Hollywood Video","HOLLYWOOD VIDEO            MINNE","6.44","debit","Movies & DVDs","Checking","",""
"12/21/2009","Facts Annunciation","FACTS/ANNUNCIATI 12/20/09-1 ****","719.00","debit","Tuition","Checking","",""
"12/21/2009","Hancock Fabrics","HANCOCK FABRICS 6001       MINNE","25.00","debit","Hobbies","Checking","",""
"12/21/2009","Subway","SUBWAY        00210QPS     MINNE","8.84","debit","Fast Food","Checking","",""
"12/21/2009","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","29.99","debit","Groceries","Checking","",""
"12/21/2009","Lund's","LUNDS #1           Q       MINNE","53.43","debit","Groceries","Checking","",""
"12/21/2009","Starbucks","STARBUCKS USA 00002QPS     MINNE","5.71","debit","Coffee Shops","Checking","",""
"12/21/2009","Target","TARGET        00002600     ST. L","32.17","debit","Shopping","Checking","",""
"12/21/2009","Wuollet Bakery","WUOLLET BAKERY EDINA       MINNE","35.00","debit","Restaurants","Checking","",""
"12/21/2009","Twin City Grill","TWIN CITY GRILL-MN         BLOOM","68.61","debit","Restaurants","Checking","",""
"12/21/2009","Deposit Mobile","DEPOSIT@MOBILE","200.00","credit","Income","Checking","",""
"12/21/2009","Lego Imagination Ctr","LEGO IMAGINATION CTR       BLOOM","160.29","debit","Gift","Checking","",""
"12/21/2009","Breadsmith","BREADSMITH EDINA   QPS     EDINA","10.05","debit","Restaurants","Checking","",""
"12/21/2009","Hollywood Video","HOLLYWOOD VIDEO            MINNE","3.22","debit","Movies & DVDs","Checking","",""
"12/21/2009","Vizi Salon Spa","VIZI SALON AND SPA         MINNE","65.00","debit","Personal Care","Checking","",""
